order_number,order_line_number,order_date,status,product_category,product_code,product_name,msrp,customer_code,customer_name,address,postal_code,region,country,contact_name,phone,email,latlng,quantity,price,sales,target
942186,6,2021-06-16,Delivered,Automobiles,PC23940-4152,Alfa Romeo Spider,70,52A14129,Eu Ligula Inc.,"738-7122 Quis, Av.",23119,SÃ³c TrÄƒng,Colombia,Matthew Mcdaniel,1-275-284-1166,sit.amet@icloud.couk,"48.7307900928, 73.0748904448",29,59.18,1716.22,2222.48
943581,2,2021-09-03,Delivered,Motorcycles,PC26474-3114,"Honda VF750F ""Interceptor""",66,52A14129,Eu Ligula Inc.,"738-7122 Quis, Av.",23119,SÃ³c TrÄƒng,Colombia,Matthew Mcdaniel,1-275-284-1166,sit.amet@icloud.couk,"48.7307900928, 73.0748904448",47,67.14,3155.58,3954.69
962832,5,2022-12-04,Delivered,Motorcycles,PC9618-5536,Ducati M900 Monster,106,52A14129,Eu Ligula Inc.,"738-7122 Quis, Av.",23119,SÃ³c TrÄƒng,Colombia,Matthew Mcdaniel,1-275-284-1166,sit.amet@icloud.couk,"48.7307900928, 73.0748904448",46,81.17,3733.82,4735.36
962832,1,2022-12-04,Shipped,Aviation,PC18067-3114,Boeing 747,90,52A14129,Eu Ligula Inc.,"738-7122 Quis, Av.",23119,SÃ³c TrÄƒng,Colombia,Matthew Mcdaniel,1-275-284-1166,sit.amet@icloud.couk,"48.7307900928, 73.0748904448",27,130.21,3515.67,2227.39
962832,2,2022-12-04,Cancelled,Aviation,PC12495-4152,Antonov An-124,117,52A14129,Eu Ligula Inc.,"738-7122 Quis, Av.",23119,SÃ³c TrÄƒng,Colombia,Matthew Mcdaniel,1-275-284-1166,sit.amet@icloud.couk,"48.7307900928, 73.0748904448",28,71.73,2008.44,3576.48
962832,3,2022-12-04,Shipped,Aviation,PC29946-4152,Airbus A340-600,77,52A14129,Eu Ligula Inc.,"738-7122 Quis, Av.",23119,SÃ³c TrÄƒng,Colombia,Matthew Mcdaniel,1-275-284-1166,sit.amet@icloud.couk,"48.7307900928, 73.0748904448",35,89.9,3146.5,4144.29
962832,4,2022-12-04,Shipped,Aviation,PC19838-121100,Boeing 747-8,126,52A14129,Eu Ligula Inc.,"738-7122 Quis, Av.",23119,SÃ³c TrÄƒng,Colombia,Matthew Mcdaniel,1-275-284-1166,sit.amet@icloud.couk,"48.7307900928, 73.0748904448",48,68.8,3302.4,3121.11
962832,6,2022-12-04,Shipped,Aviation,PC22169-121100,Airbus Beluga XL,86,52A14129,Eu Ligula Inc.,"738-7122 Quis, Av.",23119,SÃ³c TrÄƒng,Colombia,Matthew Mcdaniel,1-275-284-1166,sit.amet@icloud.couk,"48.7307900928, 73.0748904448",43,81.95,3523.85,3674.46
962832,9,2022-12-04,Shipped,Aviation,PC11837-121100,Airbus A380,97,52A14129,Eu Ligula Inc.,"738-7122 Quis, Av.",23119,SÃ³c TrÄƒng,Colombia,Matthew Mcdaniel,1-275-284-1166,sit.amet@icloud.couk,"48.7307900928, 73.0748904448",39,129.33,5043.87,5852.46
962832,7,2022-12-04,Shipped,Automobiles,PC30023-5536,Citroen DS,73,52A14129,Eu Ligula Inc.,"738-7122 Quis, Av.",23119,SÃ³c TrÄƒng,Colombia,Matthew Mcdaniel,1-275-284-1166,sit.amet@icloud.couk,"48.7307900928, 73.0748904448",40,44.51,1780.4,779.41
962832,8,2022-12-04,Shipped,Automobiles,PC9387-8650,Cadillac Series 62,46,52A14129,Eu Ligula Inc.,"738-7122 Quis, Av.",23119,SÃ³c TrÄƒng,Colombia,Matthew Mcdaniel,1-275-284-1166,sit.amet@icloud.couk,"48.7307900928, 73.0748904448",40,82.21,3288.4,5540.5
949533,1,2022-01-12,Delivered,Motorcycles,PC32886-1730,Moto Guzzi Le Mans 1,207,53080D62,In At Inc.,"577-5923 Lorem, Rd.",18377-16088,HuÃ¡dÅng,Ukraine,Xyla Velasquez,1-532-688-5172,tristique.senectus@hotmail.net,"22.5745262592, 114.7282551808",34,180.1,6123.4,9563.71
949533,2,2022-01-12,Shipped,Motorcycles,PC14112-1730,Harley-Davidson XLCR,126,53080D62,In At Inc.,"577-5923 Lorem, Rd.",18377-16088,HuÃ¡dÅng,Ukraine,Xyla Velasquez,1-532-688-5172,tristique.senectus@hotmail.net,"22.5745262592, 114.7282551808",23,130.83,3009.09,5561.6
949533,3,2022-01-12,Cancelled,Motorcycles,PC18375-3114,Suzuki Katana,64,53080D62,In At Inc.,"577-5923 Lorem, Rd.",18377-16088,HuÃ¡dÅng,Ukraine,Xyla Velasquez,1-532-688-5172,tristique.senectus@hotmail.net,"22.5745262592, 114.7282551808",40,49.67,1986.8,2532.15
949533,4,2022-01-12,Delivered,Motorcycles,PC14000-4152,Kawasaki GPZ900R Ninja,81,53080D62,In At Inc.,"577-5923 Lorem, Rd.",18377-16088,HuÃ¡dÅng,Ukraine,Xyla Velasquez,1-532-688-5172,tristique.senectus@hotmail.net,"22.5745262592, 114.7282551808",30,61.7,1851,2557.49
949533,5,2022-01-12,Shipped,Motorcycles,PC9618-5536,Ducati M900 Monster,106,53080D62,In At Inc.,"577-5923 Lorem, Rd.",18377-16088,HuÃ¡dÅng,Ukraine,Xyla Velasquez,1-532-688-5172,tristique.senectus@hotmail.net,"22.5745262592, 114.7282551808",46,79.91,3675.86,1874.89
949533,6,2022-01-12,Delivered,Aviation,PC19838-121100,Boeing 747-8,126,53080D62,In At Inc.,"577-5923 Lorem, Rd.",18377-16088,HuÃ¡dÅng,Ukraine,Xyla Velasquez,1-532-688-5172,tristique.senectus@hotmail.net,"22.5745262592, 114.7282551808",25,112.72,2818,3363.62
949533,7,2022-01-12,Shipped,Aviation,PC18067-3114,Boeing 747,90,53080D62,In At Inc.,"577-5923 Lorem, Rd.",18377-16088,HuÃ¡dÅng,Ukraine,Xyla Velasquez,1-532-688-5172,tristique.senectus@hotmail.net,"22.5745262592, 114.7282551808",50,76.88,3844,5894.61
949533,8,2022-01-12,Delivered,Aviation,PC29946-4152,Airbus A340-600,77,53080D62,In At Inc.,"577-5923 Lorem, Rd.",18377-16088,HuÃ¡dÅng,Ukraine,Xyla Velasquez,1-532-688-5172,tristique.senectus@hotmail.net,"22.5745262592, 114.7282551808",40,71,2840,2308.72
949533,9,2022-01-12,Cancelled,Aviation,PC12495-4152,Antonov An-124,117,53080D62,In At Inc.,"577-5923 Lorem, Rd.",18377-16088,HuÃ¡dÅng,Ukraine,Xyla Velasquez,1-532-688-5172,tristique.senectus@hotmail.net,"22.5745262592, 114.7282551808",27,98.48,2658.96,3642.85
949533,12,2022-01-12,Delivered,Aviation,PC11837-121100,Airbus A380,97,53080D62,In At Inc.,"577-5923 Lorem, Rd.",18377-16088,HuÃ¡dÅng,Ukraine,Xyla Velasquez,1-532-688-5172,tristique.senectus@hotmail.net,"22.5745262592, 114.7282551808",21,78.55,1649.55,2363.29
949533,13,2022-01-12,Shipped,Aviation,PC22169-121100,Airbus Beluga XL,86,53080D62,In At Inc.,"577-5923 Lorem, Rd.",18377-16088,HuÃ¡dÅng,Ukraine,Xyla Velasquez,1-532-688-5172,tristique.senectus@hotmail.net,"22.5745262592, 114.7282551808",31,86.4,2678.4,2752.1
949533,14,2022-01-12,Shipped,Aviation,PC17262-121100,Boeing Dreamlifter,106,53080D62,In At Inc.,"577-5923 Lorem, Rd.",18377-16088,HuÃ¡dÅng,Ukraine,Xyla Velasquez,1-532-688-5172,tristique.senectus@hotmail.net,"22.5745262592, 114.7282551808",26,99.72,2592.72,2615.33
949533,15,2022-01-12,Delivered,Aviation,PC28014-121100,Stratolaunch,79,53080D62,In At Inc.,"577-5923 Lorem, Rd.",18377-16088,HuÃ¡dÅng,Ukraine,Xyla Velasquez,1-532-688-5172,tristique.senectus@hotmail.net,"22.5745262592, 114.7282551808",42,70.33,2953.86,5546.46
949533,16,2022-01-12,Delivered,Aviation,PC27643-4152,Airbus Beluga,73,53080D62,In At Inc.,"577-5923 Lorem, Rd.",18377-16088,HuÃ¡dÅng,Ukraine,Xyla Velasquez,1-532-688-5172,tristique.senectus@hotmail.net,"22.5745262592, 114.7282551808",29,69.6,2018.4,1015.5
949533,17,2022-01-12,Shipped,Aviation,PC11634-3114,Lockheed C-5 Galaxy,168,53080D62,In At Inc.,"577-5923 Lorem, Rd.",18377-16088,HuÃ¡dÅng,Ukraine,Xyla Velasquez,1-532-688-5172,tristique.senectus@hotmail.net,"22.5745262592, 114.7282551808",31,184.5,5719.5,8495.47
949533,10,2022-01-12,Delivered,Automobiles,PC30023-5536,Citroen DS,73,53080D62,In At Inc.,"577-5923 Lorem, Rd.",18377-16088,HuÃ¡dÅng,Ukraine,Xyla Velasquez,1-532-688-5172,tristique.senectus@hotmail.net,"22.5745262592, 114.7282551808",39,59.16,2307.24,2619.33
949533,11,2022-01-12,Shipped,Automobiles,PC9387-8650,Cadillac Series 62,46,53080D62,In At Inc.,"577-5923 Lorem, Rd.",18377-16088,HuÃ¡dÅng,Ukraine,Xyla Velasquez,1-532-688-5172,tristique.senectus@hotmail.net,"22.5745262592, 114.7282551808",43,41.02,1763.86,2189.05
943302,2,2021-08-10,Shipped,Aviation,PC11837-121100,Airbus A380,97,59B2BA1F,Ultricies Institute,"P.O. Box 613, 2667 Mus. St.",787351,Free State,United States,Melinda Le,1-240-978-5716,mauris.blandit@protonmail.edu,"-51.703024128, 108.8725998592",36,109.61,3945.96,6232.55
943302,3,2021-08-10,Delivered,Aviation,PC22169-121100,Airbus Beluga XL,86,59B2BA1F,Ultricies Institute,"P.O. Box 613, 2667 Mus. St.",787351,Free State,United States,Melinda Le,1-240-978-5716,mauris.blandit@protonmail.edu,"-51.703024128, 108.8725998592",28,96,2688,2146.16
943302,4,2021-08-10,Shipped,Aviation,PC17262-121100,Boeing Dreamlifter,106,59B2BA1F,Ultricies Institute,"P.O. Box 613, 2667 Mus. St.",787351,Free State,United States,Melinda Le,1-240-978-5716,mauris.blandit@protonmail.edu,"-51.703024128, 108.8725998592",26,82.77,2152.02,2843.28
943302,5,2021-08-10,Delivered,Aviation,PC28014-121100,Stratolaunch,79,59B2BA1F,Ultricies Institute,"P.O. Box 613, 2667 Mus. St.",787351,Free State,United States,Melinda Le,1-240-978-5716,mauris.blandit@protonmail.edu,"-51.703024128, 108.8725998592",34,85.87,2919.58,3400.34
943302,6,2021-08-10,Shipped,Aviation,PC27643-4152,Airbus Beluga,73,59B2BA1F,Ultricies Institute,"P.O. Box 613, 2667 Mus. St.",787351,Free State,United States,Melinda Le,1-240-978-5716,mauris.blandit@protonmail.edu,"-51.703024128, 108.8725998592",28,66.19,1853.32,1155.42
943302,7,2021-08-10,Delivered,Aviation,PC11634-3114,Lockheed C-5 Galaxy,168,59B2BA1F,Ultricies Institute,"P.O. Box 613, 2667 Mus. St.",787351,Free State,United States,Melinda Le,1-240-978-5716,mauris.blandit@protonmail.edu,"-51.703024128, 108.8725998592",32,164,5248,8653.22
943302,8,2021-08-10,Shipped,Aviation,PC19887-4152,Antonov An-225 Mriya,73,59B2BA1F,Ultricies Institute,"P.O. Box 613, 2667 Mus. St.",787351,Free State,United States,Melinda Le,1-240-978-5716,mauris.blandit@protonmail.edu,"-51.703024128, 108.8725998592",27,60.97,1646.19,1412.76
943302,10,2021-08-10,Delivered,Aviation,PC8771-12456,Boeing 777X-9,52,59B2BA1F,Ultricies Institute,"P.O. Box 613, 2667 Mus. St.",787351,Free State,United States,Melinda Le,1-240-978-5716,mauris.blandit@protonmail.edu,"-51.703024128, 108.8725998592",37,50.65,1874.05,2331.91
943302,11,2021-08-10,Shipped,Marine,PC14329-121100,Oceanic,96,59B2BA1F,Ultricies Institute,"P.O. Box 613, 2667 Mus. St.",787351,Free State,United States,Melinda Le,1-240-978-5716,mauris.blandit@protonmail.edu,"-51.703024128, 108.8725998592",26,100.48,2612.48,2078.12
943302,13,2021-08-10,Delivered,Marine,PC21203-3114,Titanic,92,59B2BA1F,Ultricies Institute,"P.O. Box 613, 2667 Mus. St.",787351,Free State,United States,Melinda Le,1-240-978-5716,mauris.blandit@protonmail.edu,"-51.703024128, 108.8725998592",46,74.84,3442.64,3828.12
943302,16,2021-08-10,Shipped,Marine,PC18270-121100,Bismarck,77,59B2BA1F,Ultricies Institute,"P.O. Box 613, 2667 Mus. St.",787351,Free State,United States,Melinda Le,1-240-978-5716,mauris.blandit@protonmail.edu,"-51.703024128, 108.8725998592",31,85.29,2643.99,3879.72
943302,1,2021-08-10,Delivered,Automobiles,PC9387-8650,Cadillac Series 62,46,59B2BA1F,Ultricies Institute,"P.O. Box 613, 2667 Mus. St.",787351,Free State,United States,Melinda Le,1-240-978-5716,mauris.blandit@protonmail.edu,"-51.703024128, 108.8725998592",34,36.66,1246.44,963.63
943302,9,2021-08-10,Delivered,Automobiles,PC23940-4152,Alfa Romeo Spider,70,59B2BA1F,Ultricies Institute,"P.O. Box 613, 2667 Mus. St.",787351,Free State,United States,Melinda Le,1-240-978-5716,mauris.blandit@protonmail.edu,"-51.703024128, 108.8725998592",33,77.59,2560.47,2421.38
943302,12,2021-08-10,Shipped,Automobiles,PC26992-3114,1957 Ford Thunderbird,112,59B2BA1F,Ultricies Institute,"P.O. Box 613, 2667 Mus. St.",787351,Free State,United States,Melinda Le,1-240-978-5716,mauris.blandit@protonmail.edu,"-51.703024128, 108.8725998592",34,101.64,3455.76,4466.74
943302,14,2021-08-10,Delivered,Automobiles,PC26712-4152,1969 Camaro,89,59B2BA1F,Ultricies Institute,"P.O. Box 613, 2667 Mus. St.",787351,Free State,United States,Melinda Le,1-240-978-5716,mauris.blandit@protonmail.edu,"-51.703024128, 108.8725998592",23,80.51,1851.73,1990.91
947208,1,2021-11-14,Shipped,Marine,PC18270-121100,Bismarck,77,59B2BA1F,Ultricies Institute,"P.O. Box 613, 2667 Mus. St.",787351,Free State,United States,Melinda Le,1-240-978-5716,mauris.blandit@protonmail.edu,"-51.703024128, 108.8725998592",39,57.82,2254.98,1056.56
947208,3,2021-05-14,Delivered,Marine,PC7966-121100,RMS Atlantic,71,59B2BA1F,Ultricies Institute,"P.O. Box 613, 2667 Mus. St.",787351,Free State,United States,Melinda Le,1-240-978-5716,mauris.blandit@protonmail.edu,"-51.703024128, 108.8725998592",21,54,1134,1337.95
947208,4,2021-11-14,Shipped,Marine,PC24535-121100,Victory,107,59B2BA1F,Ultricies Institute,"P.O. Box 613, 2667 Mus. St.",787351,Free State,United States,Melinda Le,1-240-978-5716,mauris.blandit@protonmail.edu,"-51.703024128, 108.8725998592",37,105.18,3891.66,2433.17
947208,5,2021-11-14,Delivered,Marine,PC27734-121100,Enterprise,106,59B2BA1F,Ultricies Institute,"P.O. Box 613, 2667 Mus. St.",787351,Free State,United States,Melinda Le,1-240-978-5716,mauris.blandit@protonmail.edu,"-51.703024128, 108.8725998592",22,79.45,1747.9,1224.22
947208,6,2021-11-14,Cancelled,Marine,PC22484-12456,Argonaut,58,59B2BA1F,Ultricies Institute,"P.O. Box 613, 2667 Mus. St.",787351,Free State,United States,Melinda Le,1-240-978-5716,mauris.blandit@protonmail.edu,"-51.703024128, 108.8725998592",28,64.43,1804.04,2670.48
947208,7,2021-11-14,Delivered,Marine,PC14077-4152,USS Abraham Lincoln,131,59B2BA1F,Ultricies Institute,"P.O. Box 613, 2667 Mus. St.",787351,Free State,United States,Melinda Le,1-240-978-5716,mauris.blandit@protonmail.edu,"-51.703024128, 108.8725998592",30,105.69,3170.7,4179.12
947208,10,2021-11-14,Shipped,Marine,PC13566-121100,SS Britannic,92,59B2BA1F,Ultricies Institute,"P.O. Box 613, 2667 Mus. St.",787351,Free State,United States,Melinda Le,1-240-978-5716,mauris.blandit@protonmail.edu,"-51.703024128, 108.8725998592",30,94.4,2832,1503.15
947208,11,2021-11-14,Cancelled,Mass Transit,PC22813-3114,Trans-Siberian Express,107,59B2BA1F,Ultricies Institute,"P.O. Box 613, 2667 Mus. St.",787351,Free State,United States,Melinda Le,1-240-978-5716,mauris.blandit@protonmail.edu,"-51.703024128, 108.8725998592",49,80.67,3952.83,779.45
947208,15,2021-11-14,Shipped,Mass Transit,PC10598-8650,Bullet Train,62,59B2BA1F,Ultricies Institute,"P.O. Box 613, 2667 Mus. St.",787351,Free State,United States,Melinda Le,1-240-978-5716,mauris.blandit@protonmail.edu,"-51.703024128, 108.8725998592",20,48.62,972.4,1467.23
947208,2,2021-11-14,Shipped,Automobiles,PC22057-4152,Chevy SSR,94,59B2BA1F,Ultricies Institute,"P.O. Box 613, 2667 Mus. St.",787351,Free State,United States,Melinda Le,1-240-978-5716,mauris.blandit@protonmail.edu,"-51.703024128, 108.8725998592",33,74.35,2453.55,2283.06
947208,8,2021-11-14,Delivered,Automobiles,PC31654-3114,Tata Nano,93,59B2BA1F,Ultricies Institute,"P.O. Box 613, 2667 Mus. St.",787351,Free State,United States,Melinda Le,1-240-978-5716,mauris.blandit@protonmail.edu,"-51.703024128, 108.8725998592",47,77.24,3630.28,3471.06
947208,9,2021-08-14,Cancelled,Automobiles,PC21980-3114,Lotus Esprit,146,59B2BA1F,Ultricies Institute,"P.O. Box 613, 2667 Mus. St.",787351,Free State,United States,Melinda Le,1-240-978-5716,mauris.blandit@protonmail.edu,"-51.703024128, 108.8725998592",28,122.93,3442.04,1220.19
952416,1,2022-04-13,Delivered,Automobiles,PC15736-3114,Station Wagon,64,5B3D03AB,Egestas Associates,Ap #354-749 Aenean St.,155642,Kherson oblast,Canada,Porter Bates,1-509-687-1741,semper.nam@google.couk,"89.1005028352, -32.9646235648",33,72.65,2397.45,3149.99
952416,2,2022-04-13,Delivered,Automobiles,PC12243-3114,Bugatti Veyron,182,5B3D03AB,Egestas Associates,Ap #354-749 Aenean St.,155642,Kherson oblast,Canada,Porter Bates,1-509-687-1741,semper.nam@google.couk,"89.1005028352, -32.9646235648",41,185.3,7597.3,5338.45
952416,3,2022-04-13,Delivered,Automobiles,PC30863-3114,Ford Edsel,99,5B3D03AB,Egestas Associates,Ap #354-749 Aenean St.,155642,Kherson oblast,Canada,Porter Bates,1-509-687-1741,semper.nam@google.couk,"89.1005028352, -32.9646235648",42,90.19,3787.98,1028.81
953718,1,2022-06-04,Delivered,Automobiles,PC19565-3114,PT Cruiser,180,5B3D03AB,Egestas Associates,Ap #354-749 Aenean St.,155642,Kherson oblast,Canada,Porter Bates,1-509-687-1741,semper.nam@google.couk,"89.1005028352, -32.9646235648",24,155.25,3726,3712.56
953718,2,2022-06-04,Shipped,Automobiles,PC14154-4152,Plymouth Prowler,47,5B3D03AB,Egestas Associates,Ap #354-749 Aenean St.,155642,Kherson oblast,Canada,Porter Bates,1-509-687-1741,semper.nam@google.couk,"89.1005028352, -32.9646235648",37,45.7,1690.9,2641.94
942000,3,2021-06-12,Delivered,Marine,PC18270-121100,Bismarck,77,5D4AA795,Dui In Consulting,"P.O. Box 737, 1206 Nam Street",62107,Zachodniopomorskie,Ukraine,Breanna Gilliam,1-764-213-4557,tempor.diam.dictum@icloud.com,"-27.629725184, -135.5571991552",45,85.29,3838.05,1127.76
942000,5,2021-06-12,Shipped,Marine,PC7966-121100,RMS Atlantic,71,5D4AA795,Dui In Consulting,"P.O. Box 737, 1206 Nam Street",62107,Zachodniopomorskie,Ukraine,Breanna Gilliam,1-764-213-4557,tempor.diam.dictum@icloud.com,"-27.629725184, -135.5571991552",31,60,1860,1695.09
942000,6,2021-06-12,Delivered,Marine,PC24535-121100,Victory,107,5D4AA795,Dui In Consulting,"P.O. Box 737, 1206 Nam Street",62107,Zachodniopomorskie,Ukraine,Breanna Gilliam,1-764-213-4557,tempor.diam.dictum@icloud.com,"-27.629725184, -135.5571991552",42,91.15,3828.3,741.88
942000,7,2021-06-12,Shipped,Marine,PC27734-121100,Enterprise,106,5D4AA795,Dui In Consulting,"P.O. Box 737, 1206 Nam Street",62107,Zachodniopomorskie,Ukraine,Breanna Gilliam,1-764-213-4557,tempor.diam.dictum@icloud.com,"-27.629725184, -135.5571991552",30,85.41,2562.3,891.89
942000,8,2021-06-12,Delivered,Marine,PC22484-12456,Argonaut,58,5D4AA795,Dui In Consulting,"P.O. Box 737, 1206 Nam Street",62107,Zachodniopomorskie,Ukraine,Breanna Gilliam,1-764-213-4557,tempor.diam.dictum@icloud.com,"-27.629725184, -135.5571991552",32,64.97,2079.04,2511.65
942000,9,2021-06-12,Delivered,Marine,PC14077-4152,USS Abraham Lincoln,131,5D4AA795,Dui In Consulting,"P.O. Box 737, 1206 Nam Street",62107,Zachodniopomorskie,Ukraine,Breanna Gilliam,1-764-213-4557,tempor.diam.dictum@icloud.com,"-27.629725184, -135.5571991552",45,133.95,6027.75,7430.22
942000,1,2021-06-12,Delivered,Automobiles,PC26712-4152,1969 Camaro,89,5D4AA795,Dui In Consulting,"P.O. Box 737, 1206 Nam Street",62107,Zachodniopomorskie,Ukraine,Breanna Gilliam,1-764-213-4557,tempor.diam.dictum@icloud.com,"-27.629725184, -135.5571991552",50,77.99,3899.5,4386.79
942000,4,2021-06-12,Shipped,Automobiles,PC22057-4152,Chevy SSR,94,5D4AA795,Dui In Consulting,"P.O. Box 737, 1206 Nam Street",62107,Zachodniopomorskie,Ukraine,Breanna Gilliam,1-764-213-4557,tempor.diam.dictum@icloud.com,"-27.629725184, -135.5571991552",41,94.71,3883.11,1639.26
946278,1,2021-11-06,Shipped,Mass Transit,PC31311-2076,Double Decker 400,126,5D4AA795,Dui In Consulting,"P.O. Box 737, 1206 Nam Street",62107,Zachodniopomorskie,Ukraine,Breanna Gilliam,1-764-213-4557,tempor.diam.dictum@icloud.com,"-27.629725184, -135.5571991552",26,136.28,3543.28,3033.87
946278,3,2021-11-06,Delivered,Mass Transit,PC17563-5536,Fiat Ducato,58,5D4AA795,Dui In Consulting,"P.O. Box 737, 1206 Nam Street",62107,Zachodniopomorskie,Ukraine,Breanna Gilliam,1-764-213-4557,tempor.diam.dictum@icloud.com,"-27.629725184, -135.5571991552",50,63.31,3165.5,4100.53
946278,4,2021-11-06,Delivered,Mass Transit,PC16233-3114,School Bus,131,5D4AA795,Dui In Consulting,"P.O. Box 737, 1206 Nam Street",62107,Zachodniopomorskie,Ukraine,Breanna Gilliam,1-764-213-4557,tempor.diam.dictum@icloud.com,"-27.629725184, -135.5571991552",48,122.73,5891.04,3587.95
946278,6,2021-03-06,Shipped,Mass Transit,PC16100-4152,American Lafrance Condor,136,5D4AA795,Dui In Consulting,"P.O. Box 737, 1206 Nam Street",62107,Zachodniopomorskie,Ukraine,Breanna Gilliam,1-764-213-4557,tempor.diam.dictum@icloud.com,"-27.629725184, -135.5571991552",28,106.07,2969.96,202.13
946278,7,2021-11-06,Delivered,Mass Transit,PC17024-3114,Coachman 2000,64,5D4AA795,Dui In Consulting,"P.O. Box 737, 1206 Nam Street",62107,Zachodniopomorskie,Ukraine,Breanna Gilliam,1-764-213-4557,tempor.diam.dictum@icloud.com,"-27.629725184, -135.5571991552",41,69.28,2840.48,2871.09
946278,8,2021-11-06,Delivered,Mass Transit,PC8876-5536,Might-E Truck,103,5D4AA795,Dui In Consulting,"P.O. Box 737, 1206 Nam Street",62107,Zachodniopomorskie,Ukraine,Breanna Gilliam,1-764-213-4557,tempor.diam.dictum@icloud.com,"-27.629725184, -135.5571991552",22,110.76,2436.72,3365.3
946278,10,2021-05-06,Shipped,Mass Transit,PC32200-3114,VW Bus,130,5D4AA795,Dui In Consulting,"P.O. Box 737, 1206 Nam Street",62107,Zachodniopomorskie,Ukraine,Breanna Gilliam,1-764-213-4557,tempor.diam.dictum@icloud.com,"-27.629725184, -135.5571991552",47,108.97,5121.59,8260.86
946278,12,2021-11-06,Delivered,Mass Transit,PC24654-5536,Dumper 2000,69,5D4AA795,Dui In Consulting,"P.O. Box 737, 1206 Nam Street",62107,Zachodniopomorskie,Ukraine,Breanna Gilliam,1-764-213-4557,tempor.diam.dictum@icloud.com,"-27.629725184, -135.5571991552",29,74.98,2174.42,3514.4
962646,1,2022-12-03,Shipped,Aviation,PC11634-3114,Lockheed C-5 Galaxy,168,5D4AA795,Dui In Consulting,"P.O. Box 737, 1206 Nam Street",62107,Zachodniopomorskie,Ukraine,Breanna Gilliam,1-764-213-4557,tempor.diam.dictum@icloud.com,"-27.629725184, -135.5571991552",39,99.52,3881.28,4114.47
962646,3,2022-12-03,Delivered,Aviation,PC27643-4152,Airbus Beluga,73,5D4AA795,Dui In Consulting,"P.O. Box 737, 1206 Nam Street",62107,Zachodniopomorskie,Ukraine,Breanna Gilliam,1-764-213-4557,tempor.diam.dictum@icloud.com,"-27.629725184, -135.5571991552",34,59.37,2018.58,1457.07
962646,5,2022-12-03,Shipped,Aviation,PC19887-4152,Antonov An-225 Mriya,73,5D4AA795,Dui In Consulting,"P.O. Box 737, 1206 Nam Street",62107,Zachodniopomorskie,Ukraine,Breanna Gilliam,1-764-213-4557,tempor.diam.dictum@icloud.com,"-27.629725184, -135.5571991552",25,74.68,1867,3667.74
962646,2,2022-12-03,Delivered,Automobiles,PC26992-3114,1957 Ford Thunderbird,112,5D4AA795,Dui In Consulting,"P.O. Box 737, 1206 Nam Street",62107,Zachodniopomorskie,Ukraine,Breanna Gilliam,1-764-213-4557,tempor.diam.dictum@icloud.com,"-27.629725184, -135.5571991552",20,168.73,3374.6,2373.55
962646,4,2022-12-03,Shipped,Automobiles,PC23940-4152,Alfa Romeo Spider,70,5D4AA795,Dui In Consulting,"P.O. Box 737, 1206 Nam Street",62107,Zachodniopomorskie,Ukraine,Breanna Gilliam,1-764-213-4557,tempor.diam.dictum@icloud.com,"-27.629725184, -135.5571991552",38,68.38,2598.44,2674.68
956043,1,2022-08-17,Shipped,Mass Transit,PC7679-3114,Single Decker,124,5DAB29FD,Turpis Egestas Foundation,"P.O. Box 777, 8465 Eu Ave",7724,Lipetsk Oblast,China,Jenette Rodriguez,135-6519,nascetur.ridiculus@aol.couk,"-76.1513892864, 174.9560375296",24,116.67,2800.08,3350.17
956043,3,2022-08-17,Shipped,Automobiles,PC20643-3114,SUV,108,5DAB29FD,Turpis Egestas Foundation,"P.O. Box 777, 8465 Eu Ave",7724,Lipetsk Oblast,China,Jenette Rodriguez,135-6519,nascetur.ridiculus@aol.couk,"-76.1513892864, 174.9560375296",46,111.44,5126.24,6888.67
956043,4,2022-08-17,Cancelled,Automobiles,PC21952-3114,Jaguar S-3,111,5DAB29FD,Turpis Egestas Foundation,"P.O. Box 777, 8465 Eu Ave",7724,Lipetsk Oblast,China,Jenette Rodriguez,135-6519,nascetur.ridiculus@aol.couk,"-76.1513892864, 174.9560375296",29,103.67,3006.43,1973.47
956043,5,2022-08-17,Shipped,Automobiles,PC20699-3114,Jeep CJ,66,5DAB29FD,Turpis Egestas Foundation,"P.O. Box 777, 8465 Eu Ave",7724,Lipetsk Oblast,China,Jenette Rodriguez,135-6519,nascetur.ridiculus@aol.couk,"-76.1513892864, 174.9560375296",43,68.71,2954.53,1857.23
956043,6,2022-08-17,Shipped,Automobiles,PC29806-4152,Mercedes-Benz 300SL Gullwing,104,5DAB29FD,Turpis Egestas Foundation,"P.O. Box 777, 8465 Eu Ave",7724,Lipetsk Oblast,China,Jenette Rodriguez,135-6519,nascetur.ridiculus@aol.couk,"-76.1513892864, 174.9560375296",21,78.89,1656.69,1884.9
956043,7,2022-08-17,Delivered,Automobiles,PC23240-3114,Porsche 928,106,5DAB29FD,Turpis Egestas Foundation,"P.O. Box 777, 8465 Eu Ave",7724,Lipetsk Oblast,China,Jenette Rodriguez,135-6519,nascetur.ridiculus@aol.couk,"-76.1513892864, 174.9560375296",34,102.19,3474.46,4354.67
